Timestamp,Which A/L stream did you choose?,Did everything go well with your A/L exams?,What is your favorite subject? ,Kindly input your O/L exam results [Mathematics],Kindly input your O/L exam results [Science],Kindly input your O/L exam results [Religion],Kindly input your O/L exam results [English],Kindly input your O/L exam results [Sinhala or Tamil],Kindly input your O/L exam results [History],Kindly input your O/L exam results [Basket I],Kindly input your O/L exam results [Basket II],Kindly input your O/L exam results [Basket III],What career are you interested in pursuing? ,Which higher education field are you currently following or have you completed? ,Column 15,"If so, what kind of job do you do? ","On a scale of 1 to 5, how satisfied are you with your current job?  ","If you had the opportunity, would you prefer to do a different job? If yes, what job would you like to do?  ","What advice would you give to students selecting their A/L stream? Additionally, do you have any feedback or suggestions for improving this project? "
07/03/2025 05:03:43,Arts,"Yes, everything went well",Economics,A,A,A,B,A,B,A,B,A,Banker,BA Hons in Economics ,,,,Yes. Company lawyer ,Choose the stream that best suits your future aspirations. 
07/03/2025 06:43:11,Commerce,"Mostly, but I faced some challenges",Econ,A,C,C,C,C,C,C,B,A,Banking ,NA,I'm currently employed,Private Sector,5,NA,"After the A/L do not waiting campus dream.
Hurry to grow your certificates causes"
07/03/2025 06:58:45,Bio Science,"Mostly, but I faced some challenges",Chemistry ,B,C,A,B,B,B,B,C,B,Owner of a business ,Natural Science,I'm currently employed,Administration- church,4,Self employed ,Revise everything you learn everyday. Do past papers. Don't try to write answers from your memory when answer the past parrs at home.Read the question well and read the lesson related to the question and build up a proper answer using the format of introduction  body and conclusion. Don't waste your time making short notes. But keep doing questions. And do a paper at least 3 times in different time paces. This will help you to improve your skill of writing a proper answer to a question. 
07/03/2025 07:14:56,Physical Science,"Mostly, but I faced some challenges",Mathematics,A,B,A,A,B,A,A,A,C,Any career in the field of Information Technology.,Cyber Security ,,,,,Select a subject that you are passionate about.
07/03/2025 09:01:38,Physical Science,"Mostly, but I faced some challenges",Combined Maths,A,A,A,B,A,A,A,A,A,Cyber Security ,Software Engineering,,,,,
07/03/2025 09:46:55,Commerce,"Yes, everything went well",Business Studies,A,B,C,A,B,A,A,B,A,Hotelier,Hotel Management and Tourism ,I'm currently employed,Private Sector,4,No,
07/03/2025 10:45:11,Commerce,"Mostly, but I faced some challenges",Account ,B,B,A,C,B,B,B,B,A,Accountant ,Entrepreneurship and management ,I'm currently employed,Private Sector,3,"In cafe, Barista ",
07/03/2025 11:47:50,Bio Science,"Yes, everything went well",History,A,B,A,C,A,A,A,A,A,software development,Software Engineering,I'm currently employed,Private Sector,5,NO,User-Friendly Interface – Ensure the recommendation system has a simple and engaging UI for students.
07/03/2025 16:47:04,Commerce,"Mostly, but I faced some challenges",Accounting ,A,B,A,C,A,A,A,A,A,Accountant,Management in university of sri jayawardhanepura,,Private Sector,,,
07/03/2025 18:32:56,Physical Science,"Mostly, but I faced some challenges",Physics,A,A,A,A,A,A,A,A,A,Software Engineer,computer science,,,,,
07/03/2025 19:34:37,Bio Science,"No, I had difficulties",Physics,A,A,A,A,A,A,A,B,A,Software developer,Software Engineering,,,,,Before selecting the subjects find about career paths and select subjects according to your potential and interests.
07/03/2025 19:47:54,Arts,"Mostly, but I faced some challenges",Logic,B,B,A,A,A,A,B,C,A,Lecturer,BA hons in arts ,,Government Sector,,Social works ,Choose the right stream and study well.
07/03/2025 19:48:51,Bio Science,"Mostly, but I faced some challenges",History ,A,A,A,A,A,A,A,A,A,Writer ,Science (Bsc) degree ,,Part time job,3,Journalist ,Select what you like most..follow your favorite subject .just do whatever you love
07/03/2025 19:52:20,Physical Science,"Mostly, but I faced some challenges",Combined maths,A,A,A,B,A,A,A,B,A,Agricultural economist,Agricultural field ,,,,,
07/03/2025 19:56:01,Commerce,"Yes, everything went well",Accounting,A,A,A,B,B,C,A,B,C,Accountant,Accounting and Business Finance,I'm currently employed,Private Sector,3,Start a business,Just follow the interested area
07/03/2025 20:00:13,Bio Science,"Mostly, but I faced some challenges",Biology ,A,A,A,A,A,A,A,A,A,Lecturer ,Geology ,,,,,-
07/03/2025 20:01:36,Physical Science,"No, I had difficulties",History ,B,A,A,B,A,A,B,A,A,"Software development, web development, or IT project managemen",HIGHER DIPLOMA IN COMPUTING AND SOFTWARE ENGINEERING ,,IT / Software Development,1,"If given the opportunity, I would prefer a job in software development, web development, or IT project management as they align with my skills and interests","For students selecting their A/L stream, I would advise choosing a field that aligns with their interests, strengths, and future career goals. If they are interested in technology, engineering, or business IT, streams like Mathematics, ICT, or Commerce would be beneficial. Researching career opportunities and seeking guidance from professionals can also help in making an informed decision.

Regarding project improvement, I suggest focusing on user experience, performance optimization, and security. Ensuring a responsive design, smooth navigation, and strong database management will enhance the project’s quality and effectiveness.
"
07/03/2025 20:08:09,Bio Science,"No, I had difficulties",Physics ,A,B,A,A,A,A,A,C,A,Marine biologist ,Al ,I'm currently employed,Self-Employed,4,Banker,"Don’t do what others say , choose what you want "
07/03/2025 20:10:34,Commerce,"Yes, everything went well",Accounting ,C,B,B,B,B,C,B,A,A,Supplychain,Business management ,,,,,Work hard then you will achieve what you want
07/03/2025 20:29:24,Commerce,"No, I had difficulties",ENGLISH ,C,C,S,A,C,S,B,C,W,IDK,AUTOMOBILE ,,,,,
07/03/2025 20:35:02,Arts,"Yes, everything went well",Literature,B,B,A,A,A,A,C,A,A,Lawyer,Law,,,,,
07/03/2025 20:35:05,Commerce,"Mostly, but I faced some challenges",Buisness,C,S,C,S,C,B,A,S,S,Buisness,Buisness management,I'm currently employed,Private Sector,5,No,
07/03/2025 20:37:15,Technology,"Mostly, but I faced some challenges",ICT,B,C,B,C,B,B,B,C,C,IT,Software Engineering,I'm currently employed,IT / Software Development,5,,Do what you like and what you can
07/03/2025 20:37:50,Physical Science,"Mostly, but I faced some challenges",combined Mathematics ,A,A,B,A,C,A,B,B,B,Data analyst ,currently following computer science majoring data science ,,,,,Understand your strengths and interests. Choose a stream that aligns with your passion and long-term goals.
07/03/2025 20:40:01,Physical Science,"No, I had difficulties",Maths,A,A,A,B,A,B,A,A,A,Software engineering ,HND in software engineering ,,,,,
07/03/2025 20:42:41,Technology,"Yes, everything went well",Ict,B,B,C,B,B,C,B,B,C,BANKING SIDE,STUDYING MANAGEMENT STUDIES,I'm currently employed,Private Sector,3,"YES, BANKING","Be realistic about your ability to manage the difficulty level.
Choose subjects that challenge you but are within your capabilities."
07/03/2025 21:11:02,Technology,"Yes, everything went well",English,B,C,C,A,A,C,C,C,A,UI Designing,Computing,,,,,
07/03/2025 21:14:47,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics ,A,A,A,A,A,A,C,A,A,Engineering ,Mechanical and Manufacturing Engineering ,,,,,Select the stream which he/she likes
07/03/2025 21:16:38,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,B,A,A,-,Computer science ,,,,,
07/03/2025 21:22:23,Arts,"Yes, everything went well",Logic,B,C,A,B,A,C,A,A,A,Teaching,Education and child phycology ,I'm currently employed,Teaching / Education,5,Fashion designing,
07/03/2025 21:51:23,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,B,A,A,Data science ,IT,,IT / Software Development,3,May be,no
07/03/2025 22:31:09,Physical Science,"Yes, everything went well",Chemistry ,A,A,A,A,A,A,A,C,A,Engineering ,Civil Engineering ,I'm currently employed,Private Sector,3,,
07/03/2025 22:37:10,Physical Science,"No, I had difficulties",ICT ,C,S,A,A,C,C,C,C,C,Software engineering ,Foundation ,,,,,
07/03/2025 22:46:54,Arts,"Yes, everything went well",IT,C,C,A,C,B,B,C,S,C,Photographer,IT,,Self-Employed,5,I don’t like jobs,"You should choose subjects that you think you can pass, rather than choosing subjects based on what others are doing"
07/03/2025 22:59:19,Commerce,"Mostly, but I faced some challenges",Maths ,A,A,A,A,A,B,A,B,A,I'm interested in pursuing a career in auditing and taxation..,Accounting and finance ,,,,,"When selecting an A/L stream, choose subjects that match their interests and strengths while also considering future career opportunities.they need think about the difficulty level and be prepared for the workload. Seek guidance from teachers, seniors, and professionals to make an informed decision. Keeping their options open will help them to adapt to different career paths in the future."
07/03/2025 23:00:36,Arts,"Yes, everything went well",Dancing,A,C,C,A,A,C,A,A,C,Dancing,Hotel management (currently following),I'm currently employed,Private Sector,4,No,As they wish
07/03/2025 23:02:29,Bio Science,"Yes, everything went well",Physics,B,B,A,A,A,A,B,A,A,Sales and Marketing ,Post Graduate Diploma in Marketing ,I'm currently employed,Private Sector,3,,Understand one’s strengths and interests and then align to your career goals . Initially it would be difficult to realize what would work for you so it’s okay to try different fields until you find what you’re really passionate about .
07/03/2025 23:06:00,Physical Science,"Mostly, but I faced some challenges",Physics ,A,B,A,C,B,A,A,A,A,Mechanical Engineer,Mechanical Engineering ,I'm currently employed,Government Sector,1,Business ,
07/03/2025 23:10:03,Commerce,"Yes, everything went well",Econ,A,A,A,A,A,A,A,A,A,Business ,Software engineering ,I'm currently employed,IT / Software Development,4,Pilot ,
07/03/2025 23:32:31,Physical Science,"Yes, everything went well",Combined Mathematics ,A,A,A,A,B,A,A,S,A,Data Science,Computer Science ,,IT / Software Development,,No ,I would advice them to follow latest trends in the global platform. 
07/03/2025 23:35:41,Commerce,"Mostly, but I faced some challenges",Accounting ,C,B,B,C,B,B,B,A,B,Software engineering ,Software engineering ,I'm currently employed,IT / Software Development,4,Businessman ,"If you can do something,do it well "
08/03/2025 00:13:17,Physical Science,"Mostly, but I faced some challenges",ICT,A,C,A,A,C,C,A,A,A,Software Engineering & Grapic Design,,,,,Yes Grapic Deisgn ,
08/03/2025 00:19:15,Commerce,"Yes, everything went well",Accounting ,C,C,B,C,A,C,B,C,A,Business ,Sports Science & Management ,I'm currently employed,Self-Employed,5,Accountant ,Choose what you like the most and are most good at.
08/03/2025 00:22:22,Bio Science,"Mostly, but I faced some challenges",Haven’t any fav sub,C,C,A,A,A,A,A,B,A,Law/TV Presenter,Just A/Ls only,,Businesses + Self employed or Private sector ,,Professional Actor/Architecture/Teaching/,Yeah!for a/l guysss you should follow your own way.don’t think science stream is the best blah blah blah.for science students there are so many opportunities but don’t use other’s methods or other’s thoughts when you’re selecting a stream.just focus on your skill & go through it……anddd i have a suggestion.add some multiple choices for careers and others..
08/03/2025 00:28:39,Arts,"Mostly, but I faced some challenges",English ,C,B,A,A,A,A,A,A,A,physiologist ,Sport Science &Management ,I'm currently employed,Government Sector,2,No,Choose correct stream for you future career
08/03/2025 00:29:43,Arts,"Yes, everything went well",Geography ,C,C,C,B,B,C,B,C,B,Machinist ,Civil engineering ,I'm currently employed,Machinest,2,No i like this side ,"If you can get learn in allways , if the place will design to yoi"
08/03/2025 00:32:50,Physical Science,"Yes, everything went well",Chemistry ,A,B,A,A,A,A,A,B,A,Engineering ,Software Engineering,,,,,Research university entry requirements and job opportunities in your chosen field.
08/03/2025 00:36:11,Commerce,"Mostly, but I faced some challenges",Econ,A,A,A,A,B,A,A,B,A,Software engineer ,Computer science ,,,,,
08/03/2025 00:41:44,Technology,"Yes, everything went well",science ,A,B,A,A,A,B,B,B,B,network engineer ,HD in networking ,I'm currently employed,IT / Software Development,3,Medical student,work hard 
08/03/2025 01:22:51,Physical Science,"Mostly, but I faced some challenges",Chemistry,A,A,A,A,A,A,A,A,A,Biomedical Engineering/mechatronics,Engineering,,,,,Select the stream according to your preference no to the like of others 
08/03/2025 02:44:39,Physical Science,"Yes, everything went well",ICT,A,A,A,A,A,A,A,A,A,Project Manager ,Information Systems,I'm currently employed,Private Sector,5,No,
08/03/2025 06:08:42,Physical Science,"Yes, everything went well",Physics,A,A,A,A,A,A,A,A,A,Engineering ,Civil Engineering ,,,,,
08/03/2025 06:16:28,Physical Science,"Mostly, but I faced some challenges",Chemistry ,A,B,B,C,C,B,A,A,B,Quality engineer ,Software ,I'm currently employed,Private Sector,3,Qe,If you passionate about subject then do it
08/03/2025 07:21:31,Physical Science,"Mostly, but I faced some challenges",ICT,A,A,A,A,A,A,B,B,A,Software Engineering ,Software Engineering ,I'm currently employed,IT / Software Development,3,UI/UX,
08/03/2025 07:30:04,Arts,"Yes, everything went well",Agri,B,A,A,C,C,C,A,A,C,Business,tourism and hospitality management,I'm currently employed,Private Sector,5,,Get an education that can turn your education into money in the future.
08/03/2025 07:46:04,Bio Science,"Mostly, but I faced some challenges",Chemistry,A,A,A,A,A,A,A,B,A,Business management,Agri business management,,Private Sector,,,Do your current works daily
08/03/2025 08:36:57,Commerce,"Mostly, but I faced some challenges",Accounting ,A,B,A,B,A,A,A,A,B,Accountant ,B.Sc. Accounting (Special) Degree,I'm currently employed,Private Sector,4,,
08/03/2025 08:45:55,Commerce,"Yes, everything went well",ICT,B,C,A,A,A,A,A,A,B,UI/UX designer ,Information technology ,,,,,
08/03/2025 08:48:53,Arts,"Yes, everything went well",Agri Science,C,S,C,S,B,C,A,S,A,Electrician,Electrical engineering,,Self-Employed,,No,"Before selecting Advanced Level subjects, you must know and choose the subject stream that suits it
"
08/03/2025 09:04:18,Physical Science,"No, I had difficulties",Maths ,A,A,A,A,A,A,A,A,A,Engineering ,Mechanical engineering ,,,,,
08/03/2025 09:20:36,Physical Science,"Yes, everything went well",Physics,A,A,A,A,A,A,A,B,A,IT,Computer science,,,,,
08/03/2025 09:46:51,Physical Science,"Mostly, but I faced some challenges",chemistry ,A,A,A,A,A,A,A,A,A,Data analysis ,Computer Science ,,,,,"Survey should have a flow and some questions not good .for example "" favourite subject""  "
08/03/2025 09:50:27,Technology,"No, I had difficulties",Ict,B,A,A,A,A,A,A,B,A,Data scientist,Data science,I'm currently employed,Private Sector,4,,
08/03/2025 09:50:38,Bio Science,"Mostly, but I faced some challenges",Sinhala,A,A,A,A,A,A,A,A,A,Bio,,,Government Sector,5,Business ,
08/03/2025 10:00:49,Technology,"Mostly, but I faced some challenges",Agri,B,C,A,C,B,B,A,A,A,Food quality ,Seafood technology ,I'm currently employed,Private Sector,5,No,Choose a good valuable subject 
08/03/2025 11:19:51,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,A,A,A,C,B,A,A,A,A,Software Engineer,Software Engineer,I'm currently employed,Private Sector,4,,
08/03/2025 11:42:04,Bio Science,"Mostly, but I faced some challenges",Mathematics,A,A,A,A,A,B,A,B,A,Fashion design or art related career ,Software engineering ,I'm currently employed,IT / Software Development,3,Quality Control / Fashion Design / Music Production,"I don’t recommend taking A/Ls. However, if you do, I suggest studying mathematics."
08/03/2025 12:31:09,Arts,"Yes, everything went well",Logic ,B,B,A,B,B,B,A,B,B,Secretary,Human resource management,I'm currently employed,Private Sector,1,,"You should choose an A-level course that will allow you to do a job of your choice.
This project was excellent."
08/03/2025 12:40:26,Physical Science,"Mostly, but I faced some challenges",Physics,A,A,A,A,A,A,B,B,A,Software Engineering,Computer Science,I'm currently employed,IT / Software Development,4,No,"Don't let the Sri Lankan education system choose your path, follow your passion and choose your own path. Train yourself everyday and understand the importance of self-learning"
08/03/2025 13:04:22,Physical Science,"Yes, everything went well",Combined maths,A,A,A,A,A,A,A,C,A,Engineering,Electrical engineering,,,,,
08/03/2025 13:33:11,Bio Science,"Yes, everything went well",Chemistry,C,A,A,A,A,B,A,A,A,Tea taster,Management,I'm currently employed,Government Sector,4,,
08/03/2025 16:11:57,Physical Science,"No, I had difficulties",Combine maths,A,A,A,A,A,A,A,B,C,Mechanical Engineer,Mechanical engineering,I'm currently employed,Private Sector,3,Yes. An engineering job,"Just work as hard as you can in those two years as Ajantha sir says or just don't do the exam, it's a waist of time"
08/03/2025 16:31:13,Physical Science,"No, I had difficulties",ICT,A,B,A,A,A,A,A,B,B,IT,Bsc(Hons) Computer Security,I'm currently employed,IT / Software Development,3,Hybrid or Remote Job,I am not a suitable person to give advices to AL stream.
08/03/2025 17:20:49,Technology,"Mostly, but I faced some challenges",Engineering technology ,C,B,C,A,C,B,A,A,C,Engineering ,Mechanical Engineering ,I'm currently employed,Private Sector,4,,
08/03/2025 18:45:33,Physical Science,"Yes, everything went well",IT,A,B,C,B,A,A,A,A,A,Business ,Bussiness Management ,I'm currently employed,Private Sector,2,Yes,
08/03/2025 18:50:30,Commerce,"Yes, everything went well",Business studies,W,W,W,C,W,W,B,C,C,Sl Army,Graduated,I'm currently employed,IT / Software Development,3,Yes. Data analytis ,When you are selecting the subjects you have to think twise because the world is on a game.
08/03/2025 19:03:07,Physical Science,"Mostly, but I faced some challenges",PHYSICS,A,A,A,A,A,A,A,B,C,MOTOR MECHANIC,NO,I'm currently employed,Private Sector,4,MOTOR MECHANICAL ENGINEERING,??
08/03/2025 19:34:41,Arts,"Yes, everything went well",English litreature,B,B,A,A,A,A,A,A,A,Banker,Business administration,I'm currently employed,Private Sector,4,Yea,
08/03/2025 19:49:16,Bio Science,"Mostly, but I faced some challenges",Chemistry,A,A,A,A,A,A,A,A,B,Microbiologist,Biological science,,,,,
08/03/2025 19:53:05,Arts,"Yes, everything went well",Geography ,C,C,A,A,A,A,A,B,C,Teaching ,HND English ,,,,,"Great project! Make it more interactive and add career insights. Keep it simple and student-friendly.

"
08/03/2025 20:23:03,Commerce,"Yes, everything went well",Accounting,A,C,B,A,A,B,A,C,B,Banker,Higher diploma,I'm currently employed,Private Sector,3,"Yes, Cricketer",Persue your passion not the subject your parents choose you
08/03/2025 20:32:59,Arts,"Yes, everything went well",Dancing ,C,C,B,C,A,A,A,A,B,Fashion designer ,fashion design,,,,,No
08/03/2025 21:00:49,Physical Science,"Mostly, but I faced some challenges", Maths,B,C,A,C,B,A,C,S,B,Sports Manager,Sport Management,,,,"Yes , Engineer",The advice I give is that it would be better if you do maths for A/L.
08/03/2025 21:09:41,Arts,"Yes, everything went well",English Literature,A,A,A,A,A,A,A,B,A,Aviation Field,Teaching English as a Second Language,,works as a language teacher in an institute ,4,,
08/03/2025 21:40:29,Arts,"Mostly, but I faced some challenges",German ,B,B,A,A,A,C,A,B,A,Educator , Early Childhood Education ,I'm currently employed,Teaching / Education,5,,
08/03/2025 22:15:57,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,A,A,System Engineer or Software Engineer,Computer Systems Engineering,,,,,
09/03/2025 08:22:47,Commerce,"Mostly, but I faced some challenges",Accounting,B,B,A,B,A,B,A,A,A,Finance ,Finance,I'm currently employed,Private Sector,4,IT industry,"Advice for A/L students: Choose a stream based on your interests, strengths and future career goals. Research your options and seek guidance from professionals.

Feedback on the project: It’s well-structured. Adding real-life examples or career assessment tools could make it even more helpful."
09/03/2025 09:02:44,Physical Science,"Mostly, but I faced some challenges",Chemistry ,A,A,A,A,A,A,A,A,B,Software development ,Quality Assurance Engineering ,I'm currently employed,Private Sector,3,,
09/03/2025 09:21:45,Physical Science,"Yes, everything went well",Combined maths,A,A,A,A,A,A,A,A,B,Data analysis,,,,,,"choose your all subject wisely. 

"
09/03/2025 15:27:42,Bio Science,"Yes, everything went well",Physics,A,A,A,A,A,A,A,A,A,Medicine ,Medicine ,I'm currently employed,Government Sector,3,Yes ,Choose a career pathway with overseas opportunities 
09/03/2025 15:49:37,Arts,"Mostly, but I faced some challenges",ECONOMICS ,A,A,A,A,A,A,C,A,A,BANKING,BACHELOR OF ARTS,I'm currently employed,Government Sector,4,NO,
09/03/2025 21:03:23,Physical Science,"Yes, everything went well",Maths,A,A,A,A,A,A,A,A,A,Maths ,Mechanical Engineering ,I'm currently employed,Private Sector,5,.,.
09/03/2025 21:03:43,Technology,"Mostly, but I faced some challenges",Ict,B,C,A,C,A,B,C,C,B,web development,I am currently studying at SLIATE.(web development),,,,,
10/03/2025 01:40:48,Bio Science,"Mostly, but I faced some challenges",Chemistry ,C,A,A,S,B,A,A,S,A,Farming,Agriculture ,,,3,,
10/03/2025 06:19:57,Physical Science,"Yes, everything went well",Physics,A,A,A,B,A,A,B,B,A,Electrical and Electronics Engineer ,Electrical and Electronics Engineering ,I'm currently employed,Private Sector,5,Teaching,"prioritize your interests and strengths, explore your options, and seek guidance from teachers or counselors to make an informed decision that aligns with your future goals. 
"
10/03/2025 10:19:35,Arts,"Mostly, but I faced some challenges",Japanese ,C,S,A,A,S,S,A,B,S,UI/UX Development,Software Engineering,I'm currently employed,IT / Software Development,4,Graphic Design,
10/03/2025 12:03:52,Physical Science,"Mostly, but I faced some challenges",IT,A,B,B,B,C,C,C,B,A,Frontend and UI UX developer. ,IT,I'm currently employed,IT / Software Development,3,"Yes, I want to be a content creator. ",Choose wisely. 
10/03/2025 13:37:09,Physical Science,"Mostly, but I faced some challenges",Chemistry ,C,C,B,B,B,A,B,A,A,Maritime ,Nautical scince ,,Seafarer ,4,,Choose the subject you like and work hard
10/03/2025 15:51:17,Commerce,"Mostly, but I faced some challenges",Business Studies,B,C,A,A,B,C,A,B,A,Work in Digital media & Production Side,Television Production technology,I'm currently employed,Private Sector,5,No,Move forward in your strengths and set a goal. Work with a plan and guidance from adults.
10/03/2025 16:22:01,Commerce,"Yes, everything went well",Information Technology ,A,A,A,A,A,A,C,A,A,Data analyst ,Data science ,I'm currently employed,Private Sector,5,No,Follow a consistent route throughout in the studies 
10/03/2025 19:45:10,Physical Science,"Mostly, but I faced some challenges",Chemistry,A,A,A,A,A,A,A,A,A,Engineering ,Engineering ,,,,,Just follow your passion nothing else matters
10/03/2025 22:26:56,Commerce,"Mostly, but I faced some challenges",Economy ,B,C,A,B,A,A,A,A,B,Marketing ,Business management ,I'm currently employed,Private Sector,5,No,
12/03/2025 10:40:14,Bio Science,"No, I had difficulties",Biology ,A,A,A,A,A,A,A,A,A,Software Engineer ,BSc IT (Hons) Undergraduate ,I'm currently employed,IT / Software Development,3,No,"Do what you love, don't choose your subjects for anyone else's sake."
12/03/2025 10:42:39,Bio Science,"Yes, everything went well",Maths,A,A,A,A,A,A,A,A,B,Medicine,Bachelor of medicine,,,,,
13/03/2025 10:10:55,Physical Science,"Mostly, but I faced some challenges",Physics ,A,A,A,C,A,A,A,B,C,Engineering ,Mechanical engineering ,,,,,
14/03/2025 00:28:59,Bio Science,"Yes, everything went well",Agriculture ,A,A,A,B,A,A,B,A,A,Counselling,Agricultural Science ,,,,,"Choose subjects you enjoy and excel in. Your A/L stream should align with your passion and abilities.
Get insights from those who have taken different streams. They can share real experiences and challenges.
Don't choose a stream just because your friends are doing it. Focus on what is best for you.
Gather data from students, academic records, and career trends to train your project.
Integrate data from job market trends to ensure career recommendations align with industry demand."
17/03/2025 07:58:56,Physical Science,"Mostly, but I faced some challenges",Maths,A,B,B,A,A,A,A,C,A,Automobile ,mechanical engineering ,I'm currently employed,Private Sector,4,,
20/03/2025 17:12:09,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,A,A,A,A,A,A,A,A,A,Engineering,Computer Engineering,,,,,"Go for the passion, Not what your parents want. Don't pursue money, you will regret if you'd have to do on what you don't like for about 25 years"
20/03/2025 20:11:24,Commerce,"Mostly, but I faced some challenges",Accounting ,A,A,A,B,A,A,B,B,A,Accounting ,Management,,,,,
22/03/2025 10:50:13,Arts,"Mostly, but I faced some challenges",Political science ,A,A,A,A,A,B,B,A,A,Diplomatic services,Strategic Studies and  International Relations ,I'm currently employed,Private Sector,4,Diplomatic service or NGOs,The only decision is please choose your A/L stream based on your preference
